run_id,experiment_name,provider,llm_model,strategy,ontology_format,include_descriptions,precision,recall,f1,tp,fp,fn,entities_matched,entities_unmatched_gold,entities_unmatched_generated,error
20260815_160949_d87e122a,2026-08-15-1808-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,class_list,False,0.2127659574468085,0.10309278350515463,0.1388888888888889,20,74,174,10,47,11,
20260815_160949_429abc5b,2026-08-15-1808-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,class_list,True,0.23809523809523808,0.10309278350515463,0.1438848920863309,20,64,174,10,47,11,
20260815_160949_83d21f27,2026-08-15-1808-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,compact,False,0.19047619047619047,0.10309278350515463,0.13377926421404682,20,85,174,10,47,11,
20260815_160949_57d6cc72,2026-08-15-1808-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,compact,True,0.0,0.0,0.0,0,105,194,0,57,21,
20260815_160949_637b16f5,2026-08-15-1808-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,json_ld,False,0.421455938697318,0.5670103092783505,0.4835164835164835,110,151,84,40,17,29,
20260815_160949_a60b2fb5,2026-08-15-1808-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,json_ld,True,0.16,0.10309278350515463,0.12539184952978058,20,105,174,10,47,21,
20260815_160949_baa27079,2026-08-15-1808-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,turtle,False,0.41509433962264153,0.5670103092783505,0.4793028322440087,110,155,84,40,17,31,
20260815_160949_d54245f1,2026-08-15-1808-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,turtle,True,0.4230769230769231,0.5670103092783505,0.48458149779735676,110,150,84,40,17,29,
20260815_160949_95ce8576,2026-08-15-1808-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,few_shot,class_list,False,0.2801120448179272,0.5154639175257731,0.3629764065335753,100,257,94,40,17,48,
20260815_160949_729ba7b6,2026-08-15-1808-marinetraffic-experiment,openrouter,anthropic/claude-opus-5,few_shot,class_list,True,0.2391304347826087,0.5670103092783505,0.33639143730886856,110,350,84,40,17,78,
