run_id,experiment_name,provider,llm_model,strategy,ontology_format,include_descriptions,precision,recall,f1,tp,fp,fn,entities_matched,entities_unmatched_gold,entities_unmatched_generated,error
20260815_160939_0b61669f,2026-08-15-1808-adsb-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,class_list,False,0.4013377926421405,0.6349206349206349,0.4918032786885246,120,179,69,40,10,50,
20260815_160939_d9650564,2026-08-15-1808-adsb-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,class_list,True,0.528957528957529,0.7248677248677249,0.6116071428571429,137,122,52,49,1,31,
20260815_160939_e83c809a,2026-08-15-1808-adsb-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,compact,False,0.46488294314381273,0.7354497354497355,0.569672131147541,139,160,50,50,0,40,
20260815_160939_57ea6bad,2026-08-15-1808-adsb-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,compact,True,0.5539033457249071,0.7883597883597884,0.6506550218340612,149,120,40,50,0,30,
20260815_160939_9a0b4e9b,2026-08-15-1808-adsb-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,json_ld,False,0.5982532751091703,0.7248677248677249,0.6555023923444976,137,92,52,49,1,31,
20260815_160939_4c1d6f52,2026-08-15-1808-adsb-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,json_ld,True,0.6255707762557078,0.7248677248677249,0.6715686274509804,137,82,52,49,1,21,
20260815_160939_b0bda061,2026-08-15-1808-adsb-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,turtle,False,0.7468354430379747,0.31216931216931215,0.4402985074626866,59,20,130,20,30,0,
20260815_160939_ab07235b,2026-08-15-1808-adsb-experiment,openrouter,anthropic/claude-opus-5,chain_of_thought,turtle,True,0.6506550218340611,0.7883597883597884,0.7129186602870813,149,80,40,50,0,20,
20260815_160939_41a22eed,2026-08-15-1808-adsb-experiment,openrouter,anthropic/claude-opus-5,few_shot,class_list,False,0.5502008032128514,0.7248677248677249,0.6255707762557078,137,112,52,49,1,31,
20260815_160939_ccaa662d,2026-08-15-1808-adsb-experiment,openrouter,anthropic/claude-opus-5,few_shot,class_list,True,0.6150627615062761,0.7777777777777778,0.6869158878504673,147,92,42,49,1,21,
