run_id,experiment_name,provider,llm_model,strategy,ontology_format,include_descriptions,precision,recall,f1,tp,fp,fn,entities_matched,entities_unmatched_gold,entities_unmatched_generated,error
20260810_204324_c04aead8,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,class_list,False,0.0,0.0,0.0,0,70,194,0,57,19,
20260810_204324_f96d7ca0,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,class_list,True,0.21978021978021978,0.41237113402061853,0.2867383512544803,80,284,114,30,27,57,
20260810_204324_103a6bba,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,compact,False,0.22535211267605634,0.41237113402061853,0.2914389799635701,80,275,114,30,27,67,
20260810_204324_50fe81da,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,json_ld,False,0.31645569620253167,0.25773195876288657,0.28409090909090906,50,108,144,20,37,15,
20260810_204324_3007ad07,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,json_ld,True,0.2127659574468085,0.10309278350515463,0.1388888888888889,20,74,174,10,47,11,
20260810_204324_7289d78c,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,chain_of_thought,turtle,False,0.2617801047120419,0.25773195876288657,0.25974025974025977,50,141,144,20,37,7,
20260810_204324_cea52d58,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,class_list,False,0.23952095808383234,0.41237113402061853,0.30303030303030304,80,254,114,30,27,47,
20260810_204324_2939e522,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,class_list,True,0.16447368421052633,0.25773195876288657,0.20080321285140562,50,254,144,20,37,57,
20260810_204324_f27299d1,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,compact,False,0.25547445255474455,0.36082474226804123,0.29914529914529914,70,204,124,30,27,47,
20260810_204324_f9303187,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,compact,True,0.1893939393939394,0.25773195876288657,0.21834061135371177,50,214,144,20,37,57,
20260810_204324_fbf7684b,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,json_ld,False,0.3503184713375796,0.5670103092783505,0.4330708661417323,110,204,84,40,17,37,
20260810_204324_92e27fdd,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,json_ld,True,0.15625,0.10309278350515463,0.12422360248447205,20,108,174,10,47,18,
20260810_204324_3496c3d2,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,turtle,False,0.3333333333333333,0.5670103092783505,0.41984732824427484,110,220,84,40,17,38,
20260810_204324_6af66fab,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,few_shot,turtle,True,0.0,0.0,0.0,0,60,194,0,57,10,
20260810_204324_cbb6233c,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,class_list,False,0.21052631578947367,0.10309278350515463,0.13840830449826988,20,75,174,10,47,11,
20260810_204324_40cf7bbd,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,class_list,True,0.15384615384615385,0.10309278350515463,0.1234567901234568,20,110,174,10,47,19,
20260810_204324_1b0a825f,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,compact,False,0.0,0.0,0.0,0,120,194,0,57,10,
20260810_204324_57e25907,2026-08-10-2242-marinetraffic-experiment,openrouter,deepseek/deepseek-v4-flash,zero_shot,compact,True,0.0,0.0,0.0,0,114,194,0,57,21,
